Function,Name,Dll,AmountInGoodwares,AmountInRansomwares
b'??AGeoPolyline@ngeo@Microsoft@@QEBAAEBVGeoCoordinates@12@_K@Z',1,1,1,0
b'??AIPv4@rtnet_v18@@QEAAAEAE_K@Z',1,1,1,0
b'??AIPv6@rtnet_v18@@QEAAAEAE_K@Z',1,1,1,0
b'??APackageCatalog@ngeo@@QEAAAEAVPackageDescription@1@_K@Z',1,1,1,0
b'??APackageCatalog@ngeo@@QEBAAEBVPackageDescription@1@_K@Z',1,1,1,0
b'??BTaskPage@DirectUI@@QEAAPEAU_PSP@@XZ',1,1,1,0
b'??Mngeo@@YA_NAEBVustring@0@0@Z',1,1,1,0
b'??C?$ObjectHandle@VViewObject@ngeo@@$00@internal@ngeo@@QEAAPEAVViewObject@2@XZ',1,1,1,0
b'??C?$ObjectHandle@VViewObject@ngeo@@$00@internal@ngeo@@QEBAPEBVViewObject@2@XZ',1,1,1,0
b'??CMapObjectHandle@ngeo@@QEAAPEAVMapObject@1@XZ',1,1,1,0
b'??CMapObjectHandle@ngeo@@QEBAPEBVMapObject@1@XZ',1,1,1,0
b'??Diterator@RouteElements@ngeo@@QEBA?AVRouteElement@2@XZ',1,1,1,0
b'??Diterator@RouteElements@ngeo@Microsoft@@QEBA?AVRouteElement@23@XZ',1,1,1,0
b'??Eiterator@RouteElements@ngeo@@QEAAAEAV012@XZ',1,1,1,0
b'??Eiterator@RouteElements@ngeo@Microsoft@@QEAAAEAV0123@XZ',1,1,1,0
b'??H@YA?AVCHString@@AEBV0@0@Z',1,1,1,0
b'??H@YA?AVCHString@@AEBV0@PEBG@Z',1,1,1,0
b'??H@YA?AVCString@@PEBGAEBV0@@Z',1,1,1,0
b'??MTIMEINFO@@QEBAEV0@@Z',1,1,1,0
b'??MVersion@ngeo@@QEBA_NAEBV01@@Z',1,1,1,0
b'??Mngeo@@YA_NAEBVIdentifier@0@0@Z',1,1,1,0
b'?AddTitle@CCollection@@QEAAPEAVCTitle@@PEBG0000GIPEAVCLocation@@PEAKH0@Z',1,1,1,0
b'?AddVolumeName@MOUNT_POINT_MAP@@QEAAEPEAVWSTRING@@0@Z',1,1,1,0
b'?AdjustCacheSize@IO_DP_DRIVE@@QEAAXPEA_K0@Z',1,1,1,0
b'?CompleteWithErrorContext@CRequestContext@@QEAAXPEAU_WSMAN_PLUGIN_REQUEST@@@Z',1,1,1,0
b'?Cleanup@CSearchServiceObj@@SAXXZ',1,1,1,0
b'?CleanupBackingStore@WRITEVIEW_BACKINGSTORE@@SAEPEAVWSTRING@@@Z',1,1,1,0
b'?CleanupContainer@container@@YAXPEAXPEBG@Z',1,1,1,0
b'?Clear@CPrvEnumObject@@QEAAXXZ',1,1,1,0
b'?Clear@CmLogFile@@QEAAXH@Z',1,1,1,0
b'?ClearKeys@CWSManResourceNoResourceUri@@QEAAHXZ',1,1,1,0
b'?ClearOptions@CWSManResourceNoResourceUri@@QEAAHXZ',1,1,1,0
b'?CloneSd@ObjectManager@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?CloneSd@Registry2@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?CloneSd@Registry@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?CloneSd@Setup@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?Close@CCollection@@QEAAKXZ',1,1,1,0
b'?ColorFontPaletteIndexProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ',1,1,1,0
b'?Compartment@Network@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?Construct@OBJECT@@IEAAXXZ',1,1,1,0
b'?AdjustRegionCountInLegendList@CDataCache@@QEAAXW4_REGIONTYPE@@HPEAVCTaskData@@@Z',1,1,1,0
b'?ContainsBootIniPartition@CDMNodeObj@@QEAAHXZ',1,1,1,0
b'?ContainsSystemPartition@CDMNodeObj@@QEAAHXZ',1,1,1,0
b'?ContentAlignProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ',1,1,1,0
b'?Context@Button@DirectUI@@SA?AVUID@@XZ',1,1,1,0
b'?ContextMenuRequested@ContextMenuBehavior@DirectUI@@SA?AVUID@@XZ',1,1,1,0
b'?ContinuousAltitudeChange@InputAdapterCore@@QEAA_NM@Z',1,1,1,0
b'?ContinuousPan@InputAdapterCore@@QEAA_NHH@Z',1,1,1,0
b'?ContinuousZoom@InputAdapterCore@@QEAA_NM@Z',1,1,1,0
b'?ControlTypeProperty@Schema@DirectUI@@2HA',1,1,1,0
b'?ConvertToUTC@TIMEINFO@@QEAAEXZ',1,1,1,0
b'?Copy@FSN_FILE@@QEBAEPEAVPATH@@PEAW4_COPY_ERROR@@KP6AKT_LARGE_INTEGER@@222KKPEAX33@Z3PEAH@Z',1,1,1,0
b'?CopyOnWritePolicy@Registry@container@@YAAEAVNode@2@XZ',1,1,1,0
b'?CopyString@@YAPEAGPEBGAEBHAEAVIRequestContext@@@Z',1,1,1,0
b'?CounterIdToPerfItemIndex@CPerfMon@@AEBAHPEAU__COUNTER_ID@1@PEAH@Z',1,1,1,0
b'?CheckValidSecurityDescriptor@IFS_SYSTEM@@SAEKPEAU_SECURITY_DESCRIPTOR@@@Z',1,1,1,0
b'?CheckCallingThreadID@SC@mmcerror@@QEAAXXZ',1,1,1,0
b'?CheckAndRemove@SPARSE_SET@@QEAAEVBIG_INT@@PEAE@Z',1,1,1,0
b'?CheckAndRemove@NUMBER_SET@@QEAAEVBIG_INT@@PEAE@Z',1,1,1,0
b'?AdjustVolumeCountInLegendList@CDataCache@@QEAAXW4_VOLUMELAYOUT@@HPEAVCTaskData@@@Z',1,1,1,0
b'?Alias@Registry@container@@YAAEAVNode@2@V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?All@PlaceCategory@ngeo@@3QEBDEB',1,1,1,0
b'?Alloc@MEM_BLOCK_MGR@@QEAAPEAXXZ',1,1,1,0
b'?AllocBstrLen@WSManMemory@@SAPEAGPEBGIHH@Z',1,1,1,0
b'?AllocSysString@CHString@@QEBAPEAGXZ',1,1,1,0
b'?AllocSysString@TSTRBUFFER@@QEBAJPEAPEAG@Z',1,1,1,0
b'?AllocateFileRecordSegment@NTFS_MASTER_FILE_TABLE@@QEAAEPEAVBIG_INT@@E@Z',1,1,1,0
b'?AppendXmlEndFragment@TSTRBUFFER@@QEAAJXZ',1,1,1,0
b'?AppendXmlEndItem@TSTRBUFFER@@QEAAJXZ',1,1,1,0
b'?AppendXmlStartFragment@TSTRBUFFER@@QEAAJXZ',1,1,1,0
b'?AppendXmlStartItem@TSTRBUFFER@@QEAAJXZ',1,1,1,0
b'?Attach@CMRUComboBox@@QEAAHPEAUHWND__@@@Z',1,1,1,0
b'?Attach@CVdsWmiVariantObjectArrayEnum@@QEAAJPEAUtagVARIANT@@@Z',1,1,1,0
b'?Attach@Layout@DirectUI@@UEAAXPEAVElement@2@@Z',1,1,1,0
b'?BeginRevertToSelf@CSecurity@@SAHPEAPEAXK@Z',1,1,1,0
b'?BorderThicknessProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ',1,1,1,0
b'?BuildFragmentTransfer@CWSManResourceNoResourceUri@@UEAAHAEAVBufferFormatter@@@Z',1,1,1,0
b'?BuildSelectorSet@CWSManResourceNoResourceUri@@UEAAHAEAVBufferFormatter@@@Z',1,1,1,0
b'?CalculateOverlayPosition@MapControlAdapterCore@@UEAAJAEBVGeoCoordinates@core@@PEAVPixelCoordinates@3@PEA_N@Z',1,1,1,0
b'?CalculateRoute@RouterAdapterCore@@QEAAJAEBV?$vector@VGeoCoordinates@core@@V?$allocator@VGeoCoordinates@core@@@std@@@std@@W4TravelMode@engine@@W4RouteOptimization@5@KIPEAURouteOptions@5@@Z',1,1,1,0
b'?CanHaveGPT@CDMNodeObj@@QEAAHXZ',1,1,1,0
b'?Cancel@FinderAdapterCore@@QEAAXXZ',1,1,1,0
b'?Cancel@RouterAdapterCore@@QEAAXXZ',1,1,1,0
b'?CancelAnimation@MapControlAdapterCore@@QEAAJXZ',1,1,1,0
b'?CancelContinuousMotion@MapControlAdapterCore@@QEAAJXZ',1,1,1,0
b'?Cast@KEYBOARD@@SAPEAV1@PEBVOBJECT@@@Z',1,1,1,0
b'?ChangeRow@CDMComponentData@@QEAAXPEAVCDMScopeNode@@_J@Z',1,1,1,0
b'?CheckAndAdd@NUMBER_SET@@QEAAEVBIG_INT@@PEAE@Z',1,1,1,0
b'??8Version@ngeo@@QEBA_NAEBV01@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@PEAU_FWXML_ELEMENT@@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@K@Z',1,1,1,0
b'??1XElement@DirectUI@@UEAA@XZ',1,1,1,0
b'??1TransitRouteElement@ngeo@@QEAA@XZ',1,1,1,0
b'??1TransitStopDataImpl@BingOnlineServices@@QEAA@XZ',1,1,1,0
b'??1TransitStopInfo@ngeo@@QEAA@XZ',1,1,1,0
b'??1TransitSystemInfo@ngeo@@QEAA@XZ',1,1,1,0
b'??1TtsEngine@nmacore@@UEAA@XZ',1,1,1,0
b'??1TtsEngine@nmacore@Microsoft@@UEAA@XZ',1,1,1,0
b'??1TtsListener@ngeo@@UEAA@XZ',1,1,1,0
b'??1TtsOptions@ngeo@@QEAA@XZ',1,1,1,0
b'??1UriTileSourceCore@@UEAA@XZ',1,1,1,0
b'??1UrlMapRasterTileSourceBase@ngeo@@UEAA@XZ',1,1,1,0
b'??1VersionFile@ngeo@@QEAA@XZ',1,1,1,0
b'??1Vicinity@Traffic@ngeo@@QEAA@XZ',1,1,1,0
b'??1ViewObjectHandle@ngeo@@QEAA@XZ',1,1,1,0
b'??1VoiceSkin@ngeo@@QEAA@XZ',1,1,1,0
b'??1XmlReader@@QEAA@XZ',1,1,1,0
b'??4?$AutoDelete@VISpecification@@@@QEAAAEAV0@PEAVISpecification@@@Z',1,1,1,0
b'??1_Init_locks@std@@QEAA@XZ',1,1,1,0
b'??1_Lockit@std@@QAE@XZ',1,1,0,1
b'??1_Pad@std@@QEAA@XZ',1,1,1,0
b'??1_Winit@std@@QEAA@XZ',1,1,1,0
b'??1exception@@UAE@XZ',1,1,0,1
b'??1ios_base@std@@UEAA@XZ',1,1,1,0
b'??1iterator@RouteElements@ngeo@@QEAA@XZ',1,1,1,0
b'??1iterator@RouteElements@ngeo@Microsoft@@QEAA@XZ',1,1,1,0
b'??1out_of_range@std@@UEAA@XZ',1,1,1,0
b'??1scoped_lock@critical_section@Concurrency@@QEAA@XZ',1,1,1,0
b'??1type_info@@UAE@XZ',1,1,0,1
b'??2@YAPEAX_KHPEBDH@Z',1,1,1,0
b'??3@YAXPAX@Z',1,1,0,1
b'??4?$AutoDelete@G@@QEAAAEAV0@PEAG@Z',1,1,1,0
b'??1TransitRoute@BingOnlineServices@@QEAA@XZ',1,1,1,0
b'??1TransitLineInfo@nmacore@@QEAA@XZ',1,1,1,0
b'??1TransitDatabaseListener@ngeo@@UEAA@XZ',1,1,1,0
b'??1TransitDatabase@ngeo@@QEAA@XZ',1,1,1,0
b'??1RouterEngine@nmacore@Microsoft@@UEAA@XZ',1,1,1,0
b'??1RouterListener@ngeo@@UEAA@XZ',1,1,1,0
b'??1RpcClient@Comms@@QEAA@XZ',1,1,1,0
b'??1Runtime@nmacore@@MEAA@XZ',1,1,1,0
b'??1Runtime@nmacore@Microsoft@@UEAA@XZ',1,1,1,0
b'??1SORTED_LIST@@UEAA@XZ',1,1,1,0
b'??1SPARSE_SET@@UEAA@XZ',1,1,1,0
b'??1SafetySpotDatabase@ngeo@@QEAA@XZ',1,1,1,0
b'??1ScreenRenderBuffer@ngeo@@UEAA@XZ',1,1,1,0
b'??1SecureRpcClient@Comms@@UEAA@XZ',1,1,1,0
b'??1Selector@DirectUI@@UEAA@XZ',1,1,1,0
b'??1SelectorNoDefault@DirectUI@@UEAA@XZ',1,1,1,0
b'??1SimpleGuidance@naviplayer@@QEAA@XZ',1,1,1,0
b'??1SimpleGuidanceListener@naviplayer@@UEAA@XZ',1,1,1,0
b'??1SizeInPixels@core@@UEAA@XZ',1,1,1,0
b'??1SoapSemanticConverter@@QEAA@XZ',1,1,1,0
b'??1SoftwareSurface@ngeo@@UEAA@XZ',1,1,1,0
b'??1SpeedWarnerOptions@ngeo@@QEAA@XZ',1,1,1,0
b'??1TIMEINFO_ARGUMENT@@UEAA@XZ',1,1,1,0
b'??1ThreadRef@auf_v18@@QEAA@XZ',1,1,1,0
b'??1TimeInterval@ngeo@@QEAA@XZ',1,1,1,0
b'??1Traffic@ngeo@@UEAA@XZ',1,1,1,0
b'??1TrafficEvent@ngeo@@QEAA@XZ',1,1,1,0
b'??1TrafficListener@ngeo@@UEAA@XZ',1,1,1,0
b'??1TrafficOptions@ngeo@@QEAA@XZ',1,1,1,0
b'??1TrafficPenaltySource@DynamicPenalty@ngeo@@QEAA@XZ',1,1,1,0
b'??1TrafficVisitor@ngeo@@UEAA@XZ',1,1,1,0
b'??1TrafficWarnerOptions@ngeo@@QEAA@XZ',1,1,1,0
b'??1TransitAccessInfo@ngeo@@QEAA@XZ',1,1,1,0
b'??4?$AutoDelete@VIQueryDASHSMASHInterface@@@@QEAAAEAV0@PEAVIQueryDASHSMASHInterface@@@Z',1,1,1,0
b'??4?$AutoDelete@VWmiEnumContext@@@@QEAAAEAV0@PEAVWmiEnumContext@@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@AEAVBufferFormatterDataXmlEscape@@@Z',1,1,1,0
b'??4value@json@web@@QEAAAEAV012@$$QEAV012@@Z',1,1,1,0
b'??4RouteOptions@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4RoutePlan@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4SimpleGuidance@naviplayer@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4SimpleGuidanceListener@naviplayer@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4Traffic@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4TrafficEvent@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4TrafficListener@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4TransitDatabaseListener@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4TransitSystemInfo@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4TtsListener@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4ViewObjectHandle@ngeo@@QEAAAEAU01@$$QEAU01@@Z',1,1,1,0
b'??4ViewObjectHandle@ngeo@@QEAAAEAU01@AEBU01@@Z',1,1,1,0
b'??4VoiceSkin@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4exception@@QEAAAEAV0@AEBV0@@Z',1,1,1,0
b'??4value@json@web@@QEAAAEAV012@AEBV012@@Z',1,1,1,0
b'??4?$AutoDeleteVector@PEBG@@QEAAAEAV0@PEAPEBG@Z',1,1,1,0
b'??5?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAAEAV01@AEAI@Z',1,1,1,0
b'??5?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAAEAV01@AEAK@Z',1,1,1,0
b'??5?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAAEAV01@P6AAEAVios_base@1@AEAV21@@Z@Z',1,1,1,0
b'??5?$basic_istream@GU?$char_traits@G@std@@@std@@QEAAAEAV01@AEAJ@Z',1,1,1,0
b'??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV01@P6AAEAV01@AEAV01@@Z@Z',1,1,1,0
b'??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV01@_J@Z',1,1,1,0
b'??6?$basic_ostream@GU?$char_traits@G@std@@@std@@QEAAAEAV01@PEBX@Z',1,1,1,0
b'??6?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAAAEAV01@F@Z',1,1,1,0
b'??6?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAAAEAV01@G@Z',1,1,1,0
b'??6?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAAAEAV01@P6AAEAV01@AEAV01@@Z@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@AEAVBufferFormatterDataFormatDWORD@@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@AEAVBufferFormatterDataFormatULONGLONG@@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@AEAVBufferFormatterDataPCWSTR@@@Z',1,1,1,0
b'??6BufferFormatter@@UEAAAEAV0@AEAVBufferFormatterDataPUCHAR@@@Z',1,1,1,0
b'??4RouteElements@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4RouteElements@ngeo@@QEAAAEAV01@$$QEAV01@@Z',1,1,1,0
b'??4Route@ngeo@Microsoft@@QEAAAEAV012@AEBV012@@Z',1,1,1,0
b'??4Route@ngeo@@QEAAAEAV01@$$QEAV01@@Z',1,1,1,0
b'??4?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@QEAAAEAV0@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@Z',1,1,1,0
b'??4?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@QEAAAEAV0@PEAU_WINRS_RUN_COMMAND_ARG@@@Z',1,1,1,0
b'??4?$AutoRelease@UIWbemClassObject@@@@QEAAAEAV0@PEAUIWbemClassObject@@@Z',1,1,1,0
b'??4?$AutoRelease@VCWinRSPluginConfigCache@@@@QEAAAEAV0@PEAVCWinRSPluginConfigCache@@@Z',1,1,1,0
b'??4AutoBstrNoAlloc@@QEAAAEAV0@PEAG@Z',1,1,1,0
b'??4CRtlList@@QEAAAEAV0@AEAV0@@Z',1,1,1,0
b'??4DriveSimulator@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4DynamicPenalty@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4FinderListener@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4GeoPolygon@ngeo@@QEAAAEAV01@$$QEAV01@@Z',1,1,1,0
b'??4GeoPolyline@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4Identifier@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4JunctionViewSkin@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4KeyVerificationData@BingOnlineServices@@QEAAAEAV01@$$QEAV01@@Z',1,1,1,0
b'??4LaneInfo@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4LaneInfo@ngeo@Microsoft@@QEAAAEAV012@AEBV012@@Z',1,1,1,0
b'??4Location@ngeo@Microsoft@@QEAAAEAV012@AEBV012@@Z',1,1,1,0
b'??4LocationInfo@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapLabeledIcon@nmacore@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapMatchedLocation@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapMatcher@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapModel@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapModelListener@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4MapObjectHandle@ngeo@@QEAAAEAU01@$$QEAU01@@Z',1,1,1,0
b'??4MapOptions@ngeo@@QEAAAEAV01@$$QEAV01@@Z',1,1,1,0
b'??4MapRoute@nmacore@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4Output@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4PackageCatalog@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'??4PlaceCategoryTreeNode@ngeo@@QEAAAEAV01@AEBV01@@Z',1,1,1,0
b'?CountryChanged@IGuidanceListener@nmacore@@UEAAXAEBVustring@ngeo@@0@Z',1,1,1,0
b'?Cpu@Job@container@@YAAEAVNode@2@XZ',1,1,1,0
b'?create_tts_engine@TtsEngineFactory@ngeo@@SA?AV?$SharedPointer@VTtsEngine@ngeo@@$0A@@2@W4TtsEngineType@12@@Z',1,1,1,0
b'?GetClassInfoPtr@TouchCommandButton@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetCannedSecurityDescriptor@CANNED_SECURITY@@QEAAPEAXW4_CANNED_SECURITY_TYPE@@PEAK@Z',1,1,1,0
b'?GetCaptured@Button@DirectUI@@QEAA_NXZ',1,1,1,0
b'?GetCartographicPoisVisible@MapControlAdapterCore@@QEAA_NXZ',1,1,1,0
b'?GetCellInfo@TableLayout@DirectUI@@QEAAPEAUCellInfo@2@H@Z',1,1,1,0
b'?GetCenter@GeoRect@core@@QEBAJPEAVGeoCoordinates@2@@Z',1,1,1,0
b'?GetCenter@MapControlAdapterCore@@QEAAJPEAVGeoCoordinates@core@@@Z',1,1,1,0
b'?GetCity@Address@core@@QEBAJAEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetClassInfoPtr@Bind@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@CCRadioButton@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@ElementWithHWND@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@ItemList@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@Movie@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@PText@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@SelectorNoDefault@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoPtr@TouchSlider@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetCalculationSize@CircularBufferFormatter@@UEBAK_N@Z',1,1,1,0
b'?GetClassInfoPtr@XElement@DirectUI@@SAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoW@CCBase@DirectUI@@UEAAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoW@Expando@DirectUI@@UEAAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoW@HWNDHost@DirectUI@@UEAAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetClassInfoW@RichText@DirectUI@@UEAAPEAUIClassInfo@2@XZ',1,1,1,0
b'?GetCmdArguments@Details@Platform@@YAPEAPEA_WPEAH@Z',1,1,1,0
b'?GetCode@SC@mmcerror@@QEBAJXZ',1,1,1,0
b'?GetColorTrans@Value@DirectUI@@SAPEAV12@XZ',1,1,1,0
b'?GetComRegistryRoot@container@@YAPEAXPEAX@Z',1,1,1,0
b'?GetCompareArgument@ARRAY@@SAPEAVOBJECT@@PEAX@Z',1,1,1,0
b'?GetComponentData@CDataCache@@QEAAPEAVCDMComponentData@@XZ',1,1,1,0
b'?GetConfigCache@CWinRSPluginConfigCache@@SAPEAV1@PEAVIRequestContext@@W4ErrorLogging@@H@Z',1,1,1,0
b'?GetConfigurationManager@MapControlAdapterCore@@IEAAJPEAPEAUIConfigurationManager@@@Z',1,1,1,0
b'?GetConnect@Bind@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z',1,1,1,0
b'?GetCannedSecurity@IFS_SYSTEM@@SAPEAVCANNED_SECURITY@@XZ',1,1,1,0
b'?GetByte@CInstance@@QEBA_NPEBGAEAE@Z',1,1,1,0
b'?Create@BorderLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z',1,1,1,0
b'?GetAt@CHPtrArray@@QEBAPEAXH@Z',1,1,1,0
b'?GetAbbrevName@CLocale@@QEAA?AV?$CStringT@GV?$StrTraitATL@GV?$ChTraitsCRT@G@ATL@@@ATL@@@ATL@@XZ',1,1,1,0
b'?GetAccessibilityInfo@MapIconAdapterCore@core@@UEAAJPEAUMapPoiAccessibilityInfo@2@@Z',1,1,1,0
b'?GetAccessibilityInfo@MapPolygon@core@@UEAAJPEAUMapPolygonAccessibilityInfo@2@@Z',1,1,1,0
b'?GetActive@Element@DirectUI@@QEAAHXZ',1,1,1,0
b'?GetActualTilt@MapControlAdapterCore@@QEAAMXZ',1,1,1,0
b'?GetAddress@LocationInformation@core@@QEBAJPEAVAddress@2@@Z',1,1,1,0
b'?GetAdjacent@Layout@DirectUI@@UEAAPEAVElement@2@PEAV32@0HPEBUNavReference@2@K@Z',1,1,1,0
b'?GetAlternateRoute@RouterAdapterCore@@QEAAJIPEAVRoute@core@@@Z',1,1,1,0
b'?GetAlternateRouteCount@RouterAdapterCore@@QEAAJPEAI@Z',1,1,1,0
b'?GetAlternateRouteViolatedOption@RouterAdapterCore@@QEAAJIPEAH@Z',1,1,1,0
b'?GetAltitude@GeoCoordinates@core@@UEBANXZ',1,1,1,0
b'?GetAnimation@Element@DirectUI@@QEAAHXZ',1,1,1,0
b'?GetApplicationCode@MapsSettings@@SAJPEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetApplicationId@MapsSettings@@SAJPEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetAt@MOUNT_POINT_MAP@@QEAAEKPEAVWSTRING@@0@Z',1,1,1,0
b'?GetBuildingZone@Address@core@@QEBAJAEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetBackgroundColor@Element@DirectUI@@QEAAPEBUFill@2@PEAPEAVValue@2@@Z',1,1,1,0
b'?GetBackingObject@?$BackedType@V?$shared_ptr@VIManeuver@msnma@@@std@@@core@@QEBA?AV?$shared_ptr@VIManeuver@msnma@@@std@@XZ',1,1,1,0
b'?GetBackingObject@?$BackedType@V?$shared_ptr@VIRoute@msnma@@@std@@@core@@QEBA?AV?$shared_ptr@VIRoute@msnma@@@std@@XZ',1,1,1,0
b'?GetBingAuthenticationKey@MapsSettings@@SAJPEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetBingMapsKey@MapsSettings@@SAJPEAV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@@Z',1,1,1,0
b'?GetBingSessionId@KeyVerificationData@BingOnlineServices@@QEAAAEBV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@XZ',1,1,1,0
b'?GetBottomRight@GeoRect@core@@QEBAJPEAVGeoCoordinates@2@@Z',1,1,1,0
b'?GetBoundingBox@Route@core@@UEBAJPEAVGeoRect@2@@Z',1,1,1,0
b'?GetBoundingBox@RouteLeg@core@@UEBAJPEAVGeoRect@2@@Z',1,1,1,0
b'?GetBuffer@CircularBufferFormatter@@UEAAPEAEXZ',1,1,1,0
b'?GetBuffer@SerializeBuffer@Comms@@QEBAPEBV?$vector@EV?$allocator@E@utl@@@utl@@XZ',1,1,1,0
